,주소,y,x
367,서울특별시 서초구 서초대로 13지하1층 01기둥(방배 마에스트로),37.48590765,126.9838491
368,서울특별시 서초구 동광로19길 38지상주차장,37.49414867,126.988847
369,서울특별시 서초구 효령로 114지하5층 주차장,37.48075395,126.9966784
370,서울특별시 서초구 사임당로 89지하1층 주차장,37.49019154,127.0194671
371,서울특별시 서초구 서초대로70길 51지하1층 주차장,37.49206947,127.0249478
372,서울특별시 서초구 효령로34길 92지하2층(1019-3 신구블레스밸리아파트),37.47781454,127.001234
373,서울특별시 서초구 나루터로 38지하 2층 주차장,37.51496808,127.0139821
374,서울특별시 서초구 신반포로33길 64지하1층 D2기둥(63-34 잠원한신로얄아파트),37.5133111,127.008689
375,서울특별시 서초구 효령로77길 20지하3층 B3-4기둥(1338 현대ESA아파트),37.4908754,127.029487
376,서울특별시 서초구 사평대로 67주차장,37.49844996,126.9919335
377,서울특별시 송파구 송파대로 28길 39주차장,37.49558031,127.1217613
378,서울특별시 송파구 오금로 53길 32주차장,37.49694018,127.1433044
379,서울특별시 송파구 오금로56길 28주차장,37.49236486,127.1430923
380,서울특별시 송파구 오금로56길 16지하2층 B13구역,37.49290941,127.1419818
381,서울특별시 송파구 올림픽로 300지하3층 N5~R5 구역,37.51375196,127.1044469
382,"서울특별시 송파구 올림픽로 300지하4층 N3, M3, N5 구역",37.51375196,127.1044469
383,서울특별시 송파구 오금로 307지하 4층주차장,37.5034739,127.1266739
384,서울특별시 송파구 마천로 303건물앞 화단 우측,37.49600273,127.1499482
385,서울특별시 송파구 동남로 116주차장,37.49007382,127.1241807
386,서울특별시 송파구 중대로 16주차장,37.48988331,127.1108968
387,"서울특별시 송파구 법원로 114A동 지하2층, C동 지하5층",37.48605528,127.1210094
388,서울특별시 송파구 위례성대로 16길 22주차장,37.5109768,127.1239058
389,서울특별시 송파구 송이로 32주차장,37.50231833,127.1167367
390,서울특별시 송파구 송파대로28길 43지하5층(77-4 송파KCC웰츠타워),37.4957322,127.1221296
391,서울특별시 송파구 중대로 25길 5주차장,37.50299026,127.1280831
392,서울특별시 송파구 위례광장로 210주차장,37.48116566,127.1439378
393,서울특별시 송파구 올림픽로 159주차장,37.51189159,127.0885409
394,서울특별시 송파구 백제고분로 15길 9주차장,37.50613933,127.0843258
395,서울특별시 송파구 올림픽로34길 5-13지하2층((방이2동 주민센터)),37.5164187,127.111305
396,서울특별시 송파구 오금로51길 56,37.49983345,127.1425919
397,서울특별시 서초구 바우뫼로 41,37.47167106,127.0266688
398,서울특별시 서초구 강남대로12길 44 주차장,37.47064502,127.0412829
399,서울특별시 강동구 고덕로 276 본관B2층 E구역,37.55470672,127.1556131
400,서울특별시 서초구 매헌로 16 본관B2층,37.46246735,127.0369479
401,서울특별시 송파구 올림픽로 25야외주차장,37.51619968,127.0759396
402,서울특별시 송파구 새말로 19길 6주차장,37.48696583,127.1324383
403,서울특별시 서초구 바우뫼로37길 18,37.47967208,127.0396566
404,서울특별시 송파구 천호대로 152길 7주차장,37.53807237,127.1220741
405,서울특별시 서초구 남부순환로 2248지하1층 나1-다1,37.47216184,126.9971159
406,서울특별시 서초구 명달로 20지하1층 체력단련실 문앞,37.47946303,127.0064596
407,"서울특별시 서초구 방배로1길 9 (방배동, 방배신동아럭스빌)지하 1층 입구 옆",37.47547453,127.0007114
408,"서울특별시 서초구 양재대로2길 109 (우면동, 서초참누리에코리치)",37.4561155,127.0137834
409,"서울특별시 서초구 효령로72길 57 (서초동, 서초트라팰리스)",37.48701032,127.0284834
410,서울특별시 강남구 헌릉로590길 88지하2층 휀룸 좌측 2개면,37.46287766,127.1014443
411,"서울특별시 송파구 송파대로 155 (문정동, NH송파농협)",37.48408215,127.1226815
412,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)(511 (숭실대학교))",37.49642897,126.9551579
413,"서울특별시 송파구 중대로 135 (가락동, 아이티벤처타워)아이티벤처타워관리단",37.49509597,127.122427
414,"서울특별시 강남구 언주로 420 (역삼동, 역삼자이아파트) 101동~103동(711-3 (역삼자이아파트))",37.50096264,127.0441686
415,서울특별시 강남구 언주로 118지하4층 11A,37.48691597,127.0518555
416,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)(731 (한솔마을아파트))",37.48262917,127.0765203
417,"서울특별시 송파구 올림픽로35가길 9 (신천동, 잠실푸르지오월드마크)",37.51748462,127.1034448
418,서울특별시 송파구 올림픽로35가길 9잠실 푸르지오 월드마크 지하4층 기둥 14~15(신천동 11-4),37.51748462,127.1034448
419,"서울특별시 강남구 자곡로 204-25 (자곡동, 더시그넘하우스)",37.47322833,127.1037789
420,"서울특별시 강남구 학동로73길 33 (청담동, 청담4차e편한세상)지하1층 G04기둥",37.52085402,127.0469743
421,"서울특별시 송파구 송파대로30길 40 (가락동, 가락전화국)kt가락빌딩",37.49576648,127.1213968
422,"서울특별시 동작구 등용로4길 139 (대방동, KT동작지사)",37.51148904,126.9344227
423,"서울특별시 서초구 효령로 174 (방배동, 서초전화국)",37.48199861,127.0031157
424,"서울특별시 강남구 광평로47길 28 (수서동, KT)",37.48848514,127.0988075
425,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.48586782,127.0403271
426,"서울특별시 서초구 태봉로 151 (우면동, KT종합기술원)",37.47131164,127.0293584
427,"서울특별시 강동구 양재대로111길 15 (길동, 탑스위트)지하2층 11기둥, 지하3층, 지하4층",37.53698361,127.1385615
428,서울특별시 강남구 압구정로 417,37.52755858,127.0428869
429,서울특별시 서초구 마방로 26,37.47454128,127.0409784
430,서울특별시 강남구 삼성로 511(144-17 골든타워),37.50766418,127.0555778
431,서울특별시 강동구 고덕로 262(타워 더퍼스트),37.55466766,127.1546222
432,서울특별시 서초구 청계산로9길 70지하1층 주차장(SH 플라자 지하1층 주차장),37.45346238,127.0597967
433,서울특별시 서초구 서초대로38길 12(힐스테이트 서리풀),37.49049503,127.0053816
434,서울특별시 송파구 정의로7길 10,37.48553617,127.1139815
435,서울특별시 서초구 사평대로 72(612-85 석용빌딩),37.49785524,126.9923977
436,"서울특별시 강동구 고덕로 276, 지하3층 주차장 F구역(명일동 46-4)",37.55470672,127.1556131
437,서울특별시 강남구 논현동164-7,37.50784677,127.0233681
438,서울특별시 서초구 청계산로 211(660 심플리시티),37.44677028,127.0568635
439,서울특별시 강남구 선릉로121길 12서울지역본부 주차장 뒷편(254 LH서울지역본부),37.51450075,127.0409805
440,서울특별시 강동구 양재대로 156길 123,37.55728071,127.1515076
441,서울특별시 강동구 명일로 229-1,37.53922186,127.1461973
442,서울특별시 강동구 양재대로 138길 37,37.54976156,127.1459828
443,서울특별시 강동구 풍성로37가길 62,37.53243047,127.1295408
444,서울특별시 강동구 강동대로 53길 76,37.52604217,127.1328839
445,서울특별시 강동구 구천면로 633지하1층주차장(상일동 513-2),37.55058303,127.1683006
446,서울특별시 강동구 고덕로 131 지하1층 132동(암사동 414-2 지하1층 132동),37.55516675,127.1438388
447,서울특별시 강동구 성내로45본관 후면 지상주차장(성내동 540),37.52954199,127.1255855
448,서울특별시 동작구 동작대로 89B6(1번코어휀룸) [3대],37.48461403,126.9816657
449,서울특별시 송파구 송이로 123(58 국립경찰병원),37.49641457,127.1234875
450,서울특별시 강남구 강남대로 362(826-20 대륭강남타워),37.49530558,127.029416
451,서울특별시 서초구 논현로 151지하1층 주차장 전기실앞 1기,37.48288405,127.0421034
452,서울특별시 서초구 서초대로 3-4[지하 6층 B6-4 ~ B6-7 기둥 사이 6대],37.48603179,126.9830837
453,서울특별시 강동구 천호옛8길 5(성내동 127-22),37.53350391,127.1237549
454,서울특별시 동작구 노량진로 23가길 23지하2층(101동)(동작구 본동 494),37.51330347,126.9517825
455,서울특별시 송파구 법원로 127지하 4층 09 ~ 12번 기둥 주변 4대,37.48629381,127.1187596
456,서울특별시 서초구 방배중앙로 207-10B4기둥09(방배동 752-36 B4기둥09),37.49806739,126.984587
457,서울특별시 강남구 선릉로130길 19지하 1층 주차장 벽면(2 서광아파트 지하 1층 주차장 벽면),37.51707879,127.0427624
458,서울특별시 동작구 상도로 207지하2층주차장(휀룸옆),37.50557126,126.9418563
459,서울특별시 동작구 상도로 207지하3층주차장(휀룸옆),37.50557126,126.9418563
460,서울특별시 동작구 상도로 207지하4층주차장(휀룸옆),37.50557126,126.9418563
461,서울특별시 송파구 정의로 30지하 1층 주차장 벽면(문정동 649번지 지하 1층 주차장 벽면),37.48279569,127.117993
462,서울특별시 서초구 양재대로11길 36금관 지하 2층 주차장내(정산소 앞)(양재동 217번지 금관 지하 2층 주차장내(정산소 앞)),37.46183379,127.0353741
463,서울특별시 서초구 명달로6길 31지하2층,37.48137515,127.006604
464,서울특별시 서초구 남부순환로 2343-10지하2층(서초구 서초동 1676-37),37.47848067,127.0078003
465,"서울특별시 서초구 남부순환로 2343-10서초동, 서초3차대림이편한세상",37.47848067,127.0078003
466,서울특별시 서초구 명달로4길 30(1467-62 서초5차대림이편한세상),37.47995404,127.0071535
467,서울특별시 서초구 서초중앙로 24길 33지하2층(서초구 서초동 1686-9),37.49575347,127.0170548
468,서울특별시 송파구 성내천로 6지하1층 102동,37.50833724,127.1348282
469,서울특별시 송파구 성내천로 6지하1층 103동,37.50833724,127.1348282
470,서울특별시 송파구 성내천로 6지하1층 105동,37.50833724,127.1348282
471,서울특별시 송파구 중대로 121(79 송파롯데캐슬파인힐),37.49434747,127.1214116
472,서울특별시 서초구 논현로27길 57지하주차장(양재동 90),37.47901371,127.0414979
473,서울특별시 서초구 서초중앙로 188지하1층휀룸앞(서초동 1685-3 지하1층휀룸앞),37.49735041,127.013538
474,서울특별시 강동구 성내로 80지하2층(강동구 성내동 606),37.52717962,127.1279653
475,서울특별시 동작구 사당로27길 130지하 3층 B334 ~ B335기둥 주변(사당동 1157번지 지하 3층 B334 ~ B335기둥 주변),37.48982944,126.9728808
476,서울특별시 동작구 사당로 300B6전기실 [6대],37.48437909,126.9802816
477,서울특별시 서초구 신반포로33길 15,37.50904433,127.0095245
478,서울특별시 강남구 테헤란로 223지하7층 주차장(역상동 677-25),37.50240018,127.0406729
479,서울특별시 동작구 알마타길 6아파트 지하1층 기둥B57(대방동 354-1 아파트 지하1층 기둥B57),37.50985709,126.9249542
480,서울특별시 강남구 테헤란로 305(역삼동)한국산업기술진흥원 지하4층(테헤란로 305번지 한국산업기술진흥원 지하4층),37.50334062,127.0437808
481,서울특별시 동작구 흑석한강로 27DECK3(지하 2층) 23번 기둥 부근(흑석동 336번지),37.50409942,126.9662844
482,"서울특별시 강남구 자곡로3길 45 (자곡동, LH 강남브리즈힐)",37.47222547,127.0906853
483,서울특별시 강남구 논현로 417 (역삼동)(역삼동 746-1),37.49735027,127.0380965
484,서울특별시 강남구 도곡로43길 25 (역삼동),37.49597383,127.046815
485,서울특별시 강남구 개포로38길 12 (개포동),37.47882022,127.0516588
486,"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)105동 1-3라인 B3주차장 A09기둥 맞은편",37.55171846,127.164857
487,"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)108동 B3 주차장 D13 기둥",37.55171846,127.164857
488,"서울특별시 강남구 삼성로85길 11 (대치동, 롯데캐슬아파트)103동 지하2층주차장 창고 옆",37.50459931,127.0561865
489,"서울특별시 강남구 도곡로28길 8 (도곡동, 도곡1차 I PARK)105동 지하2층주차장 104~109기둥 사이",37.49207027,127.0421143
490,서울특별시 강남구 도곡동 967 경남아파트경남아파트 지하3층 안쪽 끝,37.48887314,127.0408037
491,"서울특별시 강남구 남부순환로363길 30 (도곡동, 도곡쌍용예가아파트)104동 지하2층주차장 50기둥 좌우측",37.48761945,127.0381972
492,서울특별시 서초구 서초대로 301 (서초동)동익성봉빌딩,37.49433103,127.0145094
493,"서울특별시 동작구 동작대로45길 22 (동작동, 이수교KCC스위첸아파트)102동 지하2층 전기실앞",37.4975237,126.9813163
494,"서울특별시 동작구 양녕로 170 (상도동, 상도동 롯데캐슬비엔)",37.49700194,126.9436426
495,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50786022,127.011582
496,"서울특별시 서초구 서초대로1길 30 (방배동, 방배1차현대아파트)",37.48923288,126.9836143
497,"서울특별시 송파구 위례성대로8길 28 (방이동, 방이금호어울림)",37.51273157,127.1183997
498,서울특별시 서초구 서초대로 397 (서초동)부띠크 모나코,37.49743406,127.0245168
499,서울특별시 강남구 봉은사로 419 (삼성동),37.51120727,127.0459769
500,서울특별시 강동구 상일로6길 26지하4층 B12번구역(500 삼성엔지니어링 지하4층 B12번구역),37.54881766,127.1753246
501,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50086276,126.9540532
502,서울특별시 강남구 학동로20길 25 (논현동),37.5115038,127.0285345
503,서울특별시 강남구 학동로43길 17 (논현동),37.51728313,127.0372042
504,서울특별시 강남구 테헤란로4길 6지하7층주차장 10기둥 좌우측,37.49766742,127.0292864
505,서울특별시 강남구 테헤란로4길 6지하6층주차장 15기둥 좌우측,37.49766742,127.0292864
506,서울특별시 강남구 테헤란로4길 6지하5층주차장 14기둥 우측,37.49766742,127.0292864
507,서울특별시 강남구 역삼로 307A단지 204동 지하3층 86기둥 좌우측,37.4990489,127.0448764
508,서울특별시 강남구 도산대로101길 29지하2층주차장 104동입구 근처,37.52702406,127.0529783
509,서울특별시 강남구 학동로 338강남파라곤 지하 6층 E/V duv B6 기둥,37.51654027,127.0401622
510,"서울특별시 강남구 남부순환로363길 30지하2층 51기둥좌,우측(902-8 도곡쌍용예가아파트)",37.48761945,127.0381972
511,서울특별시 강남구 학동로97길 51지하1층주차장 C01기둥 좌우측,37.52272728,127.0531651
512,"서울특별시 강남구 선릉로 222지하주차장 B2 기둥37,38",37.49586698,127.0547491
513,서울특별시 강동구 고덕로 133지하3층 관리사무실 앞,37.55525285,127.1403472
514,서울특별시 강동구 아리수로93길 40(674 강일리버파크3단지아파트),37.56551714,127.1751066
515,서울특별시 서초구 방배로9길 23예술동 지하3층주차장,37.48037139,126.996897
516,서울특별시 서초구 잠원로14길 3지하2층주차장 램프 옆 2L기둥,37.52039006,127.0159762
517,서울특별시 서초구 명달로 45상문고등학교_지상 1층 전기실 옆,37.47975543,127.0039168
518,서울특별시 송파구 새말로 62B2 기둥 A32,37.48083429,127.1212768
519,서울특별시 송파구 새말로 62B3 기둥A21,37.48083429,127.1212768
520,서울특별시 송파구 새말로 62B4 기둥A20,37.48083429,127.1212768
521,서울특별시 송파구 마천로35길 18통합주차장 B1,37.50046252,127.1460721
522,서울특별시 송파구 위례광장로 120지하2층주차장 11 기둥 우측,37.47501456,127.1416298
523,서울특별시 송파구 위례광장로 120지하2층주차장 30 기둥 우측,37.47501456,127.1416298
524,서울특별시 송파구 위례광장로 290지하2층주차장 16 기둥 우측,37.47497728,127.1428088
525,서울특별시 송파구 위례광장로 290지하2층주차장 33 기둥 좌측,37.47497728,127.1428088
526,"서울특별시 송파구 한가람로 478 (풍납동, 씨티극동아파트)103동 5,6라인 지하주차장 계단 옆",37.53973508,127.1179048
527,서울특별시 서초구 신반포로15길 6반포2동공영주차장 지하1층 A11기둥(반포동 5-1 반포2동공영주차장 지하1층 A11기둥),37.50429038,126.9953408
528,서울특별시 송파구 올림픽로 지하 265잠실역 공영주차장 지하2층 32기둥(8 잠실역2호선 잠실역 공영주차장 지하2층 32기둥),37.51385928,127.1018579
529,서울특별시 강동구 천호대로 지하 997천호역공영주차장 지하1층 D36기둥(455 천호역 천호역공영주차장 지하1층 D36기둥),37.53857898,127.1237424
530,서울특별시 강남구 남부순환로 지하 3104학여울역 공영주차장 지하3층 6기둥(514-3 학여울역 학여울역 공영주차장 지하3층 6기둥),37.49671719,127.071719
531,서울특별시 강남구 남부순환로 3142-33테니스장 옆,37.49727267,127.0764397
532,"서울특별시 서초구 서초대로65길 13-10 (서초동, 서초래미안아파트)",37.49742848,127.0191506
533,서울특별시 서초구 헌릉로8길 22지하3층 304동~305동사이 휀룸5옆 24기둥,37.45526904,127.0591797
534,서울특별시 서초구 헌릉로8길 22지하3층 306동~307동사이 휀룸7옆 52기둥,37.45526904,127.0591797
535,"서울특별시 서초구 서운로 201 (서초동, 서초푸르지오써밋)A블럭",37.50132463,127.0201266
536,"서울특별시 서초구 서운로 201 (서초동, 서초푸르지오써밋)B블럭",37.50132463,127.0201266
537,"서울특별시 서초구 서운로 201 (서초동, 서초푸르지오써밋)C블럭",37.50132463,127.0201266
538,서울특별시 강남구 밤고개로 286 (율현동),37.46904926,127.1069125
539,"서울특별시 강남구 헌릉로590길 10 (세곡동, 신동아파밀리에)",37.46450499,127.1026803
540,"서울특별시 송파구 한가람로 468 (풍납동, 신성노바빌아파트)지하1층주차장 분뇨정화조 옆",37.5383136,127.1168793
541,"서울특별시 송파구 송파대로8길 58 (장지동, 송파파인타운11단지)1106동 B1 07기둥",37.48023216,127.1337902
542,"서울특별시 송파구 송파대로8길 58 (장지동, 송파파인타운11단지)1102동 B1 2번휀룸옆",37.48023216,127.1337902
543,"서울특별시 송파구 송파대로8길 42 (장지동, 송파파인타운12단지)",37.4787578,127.1321394
544,"서울특별시 강남구 언주로30길 21 (도곡동, 아카데미스위트)",37.48886577,127.0520146
545,"서울특별시 서초구 잠원로 117 (잠원동, 아크로리버뷰신반포)지하2층 B01기둥",37.51451892,127.0069957
546,"서울특별시 서초구 잠원로 117 (잠원동, 아크로리버뷰신반포)지하2 H21기둥",37.51451892,127.0069957
547,"서울특별시 서초구 잠원로 117 (잠원동, 아크로리버뷰신반포)지하2 F58기둥",37.51451892,127.0069957
548,"서울특별시 강남구 압구정로48길 15 (신사동, 압구정대원칸타빌아파트)",37.52752896,127.037245
549,서울특별시 강남구 역삼로7길 16 (역삼동),37.49537321,127.0332838
550,"서울특별시 강남구 언주로85길 13 (역삼동, 경남아파트)본동 10호 B3주차장",37.50056739,127.0423818
551,서울특별시 강남구 양재대로55길 14 (일원동),37.49185469,127.0880264
552,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48553054,127.0847979
553,서울특별시 동작구 흑석로 84 (흑석동)중앙대학교102관,37.50472672,126.9538339
554,서울특별시 동작구 흑석로 84 (흑석동)중앙대학교303관,37.50472672,126.9538339
555,서울특별시 동작구 흑석로 84 (흑석동)중앙대학교305관,37.50472672,126.9538339
556,서울특별시 동작구 흑석로 84 (흑석동)중앙대학교309관,37.50472672,126.9538339
557,서울특별시 동작구 흑석로 84 (흑석동)중앙대학교310관,37.50472672,126.9538339
558,서울특별시 강남구 압구정로79길 26 (청담동),37.52509211,127.0492911
559,서울특별시 강남구 강남대로 298 (역삼동)지하8층 E기둥,37.49005271,127.0321636
560,"서울특별시 송파구 풍성로 14 (풍납동, 미성맨션)풍납미성아파트",37.53448022,127.114098
561,서울특별시 강동구 천호대로 1221SK길동스테이션(라이프스타일 스테이션),37.53604958,127.1463728
562,서울특별시 강동구 성안로 155,37.53723615,127.1347595
563,서울특별시 송파구 올림픽로 269롯데쇼핑㈜(신천동 7-18),37.51442735,127.1006114
564,"서울특별시 서초구 남부순환로 2584반포복개도로공영주차장(서초구청, 서초구의회)",37.48362486,127.032683
565,서울특별시 강남구 밤고개로21길 71밤고개로21길 공영주차장(율현동 71-1),37.47424061,127.1141448
566,서울특별시 동작구 여의대방로16길 61,37.49409069,126.9170317
567,서울특별시 송파구 동남로 342,37.50499392,127.1396078
568,서울특별시 송파구 오금로 62 수협중앙회,37.51638179,127.1054789
569,서울특별시 강남구 논현로 430,37.49900119,127.0383554
570,서울특별시 강남구 논현로18길 9아우디 개포서비스센터,37.47799389,127.0455621
571,서울특별시 강남구 영동대로 318아우디 대치전시장,37.50301926,127.0669897
572,서울특별시 강남구 도곡로 121아우디빌딩,37.49039101,127.0335468
573,서울특별시 강남구 도산대로 306아우디_도산대로 전시장,37.52144386,127.0348706
574,서울특별시 서초구 반포대로12길 3아우디_서초 전시장,37.48486907,127.0114606
575,서울특별시 송파구 충민로2길 8아우디_송파대로 전시장,37.47900467,127.1266378
576,서울특별시 강남구 테헤란로 201아주빌딩(역삼동 679-5),37.50131148,127.037178
577,서울특별시 송파구 위례서이로 25위례지구 13단지(위례포레샤인 13단지 위례지구 13단지),37.48290315,127.1376737
578,서울특별시 송파구 위례송파로 89위례포레샤인 15단지(위례포레샤인 15단지 위례포레샤인 15단지),37.48625357,127.1445927
579,서울특별시 송파구 위례송파로 123위례포레샤인 17단지(위례포레샤인 17단지 위례포레샤인 17단지),37.48457193,127.1478002
580,서울특별시 송파구 위례서이로 25위례지구 18단지(위례포레샤인 13단지),37.48290315,127.1376737
581,서울특별시 강남구 도곡로 225이스타빌,37.49353418,127.0432374
582,서울특별시 서초구 서초동 1688-1크로바타워,37.49565024,127.0192298
583,서울특별시 서초구 매헌로 16지하2층 주차장,37.46246735,127.0369479
584,서울특별시 서초구 남부순환로 2391포르쉐 HPC 에스-오일 예술의전당앞주유소(야외주차장)(1464-17 전당앞주유소 포르쉐 HPC 에스-오일 예술의전당앞주유소(야외주차장)),37.48055264,127.0119784
585,서울특별시 강남구 영동대로 401포르쉐 SSCL 대치(949-11 포르쉐타워),37.50525412,127.0645439
586,서울특별시 강남구 역삼로 523포르쉐 SSCL 대치서비스(대치 서비스센터),37.50393779,127.0603856
587,서울특별시 서초구 남부순환로 2215포르쉐 SSCL 서초(489-2 서초타워),37.47395827,126.9944786
588,서울특별시 강남구 도산대로 420포르쉐 SSCL 청담(3 청담스퀘어),37.52305467,127.0420831
589,서울특별시 강남구 봉은사로114길 30,37.5131779,127.065386
590,서울특별시 강동구 풍성로 144,37.53097752,127.1279617
591,서울특별시 강남구 언주로 703한국국토정보공사 서울지역본부(논현동 90-2),37.51604262,127.0348811
592,서울특별시 서초구 서초대로 139,37.48906162,126.9973642
593,서울특별시 강남구 압구정로71길 28효성빌라청담101(실내)(효성빌라 청담101),37.52826296,127.0462818
594,서울특별시 서초구 서초대로25길 20-4,37.488845,126.994145
595,서울특별시 서초구 동광로28길 2B HOUSE,37.49384231,126.9953202
596,서울특별시 강남구 자곡로3길 21(619 엘에이치강남힐스테이트),37.47176961,127.088116
597,서울특별시 강남구 광평로34길 35강남더샵포레스트아파트,37.48210889,127.0948372
598,서울특별시 강동구 올림픽로89길 55(570 강변그대가갤럭시),37.54695219,127.1225742
599,서울특별시 강남구 개포로110길 15(615 일원동우성7차아파트),37.49324377,127.0791148
600,서울특별시 강동구 고덕로 333.(693 고덕그라시움),37.55618058,127.1593233
601,서울특별시 동작구 알마타길 58대방2차현대아파트,37.51081665,126.9311465
602,서울특별시 강남구 강남대로84길 33대우디오빌플러스,37.49754613,127.0310934
603,서울특별시 강남구 영동대로72길 10(1007-1 대치동3차풍림아이원아파트),37.50465722,127.0667896
604,서울특별시 서초구 명달로 91(1494-4 더미켈란아파트),37.48543973,127.0034738
605,서울특별시 강남구 도곡로14길 21(970 도곡3차아이파크),37.49004898,127.0377537
606,서울특별시 강남구 논현로 209경남아파트,37.48914412,127.0411984
607,서울특별시 강남구 삼성로51길 37래미안대치팰리스1단지아파트(대치 팰리스 래미안대치팰리스1단지아파트),37.49343619,127.0576977
608,서울특별시 강남구 삼성로51길 37.(대치 팰리스),37.49343619,127.0576977
609,서울특별시 서초구 반포대로21길 74(1520-9 삼성래미안서초6차),37.48592469,127.0068434
610,서울특별시 서초구 서운로 221(1301-6 래미안서초스위트아파트),37.50209719,127.019869
611,서울특별시 서초구 남부순환로 2311-12(1008-2 래미안방배아트힐),37.47693254,127.0046568
612,서울특별시 강남구 학동로 432(17 삼성동롯데아파트),37.5181856,127.048563
613,서울특별시 서초구 서초중앙로 110서초동롯데캐슬메디치,37.49159043,127.0145226
614,서울특별시 강남구 테헤란로63길 9(삼성동 141-8),37.50575454,127.050042
615,서울특별시 서초구 서운로 197,37.49948267,127.0208201
616,서울특별시 서초구 반포대로 310-6(162 반포센트럴자이),37.50646034,127.0021941
617,서울특별시 서초구 신반포로15길 4반포푸르지오아파트,37.50414349,126.9974539
618,서울특별시 서초구 신반포로16길 15-20반포힐스테이트,37.50162244,126.9963386
619,서울특별시 서초구 서초대로1길 34방배2차현대홈타운,37.49063982,126.983719
620,서울특별시 서초구 동광로 89-5(797-30 방배3차이편한세상),37.49438697,126.9919899
621,서울특별시 서초구 방배선행길 2방배래미안아파트,37.47236634,126.9848553
622,서울특별시 서초구 남부순환로 2183(485-3 방배래미안타워),37.47511676,126.9910912
623,서울특별시 서초구 방배로33길 29(816-1 방배한신트리플),37.49124224,126.9892705
624,서울특별시 동작구 보라매로 70(720 보라매e편한세상아파트),37.49577317,126.9289798
625,서울특별시 동작구 보라매로5길 5보라매우성아파트,37.49238847,126.925359
626,서울특별시 동작구 여의대방로24다길 40,37.49851534,126.9228776
627,서울특별시 강남구 봉은사로 510,37.51304644,127.0549702
628,서울특별시 강남구 학동로68길 29(16-2 삼성동힐스테이트1단지아파트),37.51656029,127.0471878
629,서울특별시 강동구 강동대로 143삼성파크타워,37.52662145,127.1232213
630,서울특별시 동작구 장승배기로4길 9(상도 더샵아파트),37.5014493,126.9438142
631,서울특별시 서초구 명달로6길 31(1487-63 서초1차이편한세상),37.48137515,127.006604
632,서울특별시 서초구 서초중앙로24길 57(1681-8 서초롯데캐슬프레지던트),37.49697279,127.0194178
633,서울특별시 서초구 효령로68길 81(1444-7 서초자이아파트),37.48518641,127.0206731
634,서울특별시 서초구 사임당로19길 10(1648-2 서초현대아파트),37.49102123,127.0202745
635,서울특별시 강동구 풍성로37길 55성내2차 e-편한세상,37.53441947,127.1264212
636,서울특별시 강동구 올림픽로 572코오롱 2차아파트,37.53255275,127.1218186
637,서울특별시 송파구 성내천로 103(송파 두산위브),37.50054311,127.1408419
638,서울특별시 송파구 충민로 151송파파인타운2단지,37.48351714,127.1313064
639,서울특별시 동작구 신대방길 85,37.49005342,126.9083379
640,서울특별시 강남구 헌릉로590길 10신동아파밀리에아파트,37.46450499,127.1026803
641,서울특별시 송파구 한가람로 468,37.5383136,127.1168793
642,서울특별시 강동구 고덕로 52-11동원베네스트,37.55407647,127.1311343
643,서울특별시 송파구 성내천로 87,37.50127198,127.1397432
644,서울특별시 송파구 백제고분로 188(336-5 잠실포스코더샵),37.50417052,127.0873249
645,서울특별시 동작구 사당로2길 40장은해그린 아파트,37.49191768,126.9634132
646,서울특별시 강동구 천호옛길 30성내동 파라디아 아파트,37.53186298,127.1227407
647,서울특별시 강동구 양재대로81길 90한솔브리즈아파트,37.52492212,127.1299824
648,서울특별시 강동구 선사로 120(더 리버),37.55022939,127.1238689
649,서울특별시 강동구 풍성로54길 7(한솔애리즈 2차아파트),37.52895562,127.1341823
650,서울특별시 강남구 광평로51길 22(712 한아름아파트),37.49021723,127.1039572
651,서울특별시 서초구 서초대로 156황실자이,37.48891415,126.9990094
652,서울특별시 동작구 서달로 91,37.50316562,126.958891
653,서울특별시 강남구 개포로 264(656-4 개포래미안포레스트),37.47975035,127.0522282
654,서울특별시 강남구 개포로 264A블럭 P1주차장 105동 B4F 36기둥 뒤(래미안 포레스트),37.47975035,127.0522282
655,서울특별시 강남구 개포로 264A블럭 P1주차장 105동 B4F 36기둥 뒤(656 개포래미안포레스트),37.47975035,127.0522282
656,서울특별시 강남구 개포로 264A블럭P1주차장 108동 B4F 95기둥(래미안 포레스트),37.47975035,127.0522282
657,서울특별시 강남구 개포로 264A블럭P1주차장 108동 B4F 95기둥(656 개포래미안포레스트),37.47975035,127.0522282
658,서울특별시 서초구 신반포로 270(20-43 반포자이아파트),37.50786022,127.011582
659,"서울특별시 서초구 서초대로 397지하5층D, 지하2층(부띠크 모나코)",37.49743406,127.0245168
660,"서울특별시 강남구 논현로163길 33지하6층 주차장 B13, B12",37.52389535,127.0255798
