주소,y,x,수,코드
서울특별시 서초구 양재동,37.47200403,127.0374639,1532,11650102
서울특별시 서초구 우면동,37.46465302,127.0160512,501,11650103
서울특별시 서초구 원지동,37.44331172,127.048637,3,11650104
서울특별시 서초구 잠원동,37.51491869,127.0141028,999,11650106
서울특별시 서초구 반포동,37.50514468,127.0133591,1624,11650107
서울특별시 서초구 서초동,37.4900862,127.0195348,3265,11650108
서울특별시 서초구 내곡동,37.45824631,127.0769169,176,11650109
서울특별시 서초구 염곡동,37.46229919,127.0539076,29,11650110
서울특별시 서초구 신원동,37.44401898,127.062171,173,11650111
서울특별시 강남구 학동,37.51426469,127.0320031,0,11680033
서울특별시 강남구 역삼동,37.49536669,127.0330654,5488,11680101
서울특별시 강남구 포이동,37.48192513,127.0574402,0,11680102
서울특별시 강남구 개포동,37.48192513,127.0574402,1186,11680103
서울특별시 강남구 청담동,37.52502933,127.049233,526,11680104
서울특별시 강남구 삼성동,37.51432257,127.062831,971,11680105
서울특별시 강남구 대치동,37.49324215,127.0566935,8101,11680106
서울특별시 강남구 신사동,37.52398503,127.0227745,283,11680107
서울특별시 강남구 논현동,37.51264515,127.0301548,731,11680108
서울특별시 강남구 압구정동,37.53066864,127.0308092,730,11680110
서울특별시 강남구 세곡동,37.4644401,127.1067603,295,11680111
서울특별시 강남구 자곡동,37.4733904,127.0921806,462,11680112
서울특별시 강남구 율현동,37.47097651,127.1158177,129,11680113
서울특별시 강남구 일원동,37.47956549,127.08043,725,11680114
서울특별시 강남구 수서동,37.48888786,127.105004,461,11680115
서울특별시 강남구 도곡동,37.49095372,127.038482,1208,11680118
서울특별시 송파구 잠실동,37.51195647,127.0882828,1825,11710101
서울특별시 송파구 신천동,37.51829264,127.1013666,797,11710102
서울특별시 송파구 풍납동,37.53805888,127.122226,532,11710103
서울특별시 송파구 송파동,37.50609292,127.1095792,622,11710104
서울특별시 송파구 석촌동,37.50356463,127.1036674,371,11710105
서울특별시 송파구 삼전동,37.50272334,127.0925197,322,11710106
서울특별시 송파구 가락동,37.49654217,127.1057294,1690,11710107
서울특별시 송파구 문정동,37.4847415,127.1182677,1354,11710108
서울특별시 송파구 장지동,37.47855526,127.1365732,835,11710109
서울특별시 송파구 방이동,37.51101264,127.1239237,1012,11710111
서울특별시 송파구 오금동,37.50297483,127.1281039,578,11710112
서울특별시 송파구 거여동,37.49692423,127.1433103,405,11710113
서울특별시 송파구 마천동,37.49602585,127.1499036,303,11710114
서울특별시 강동구 명일동,37.54944033,127.1503047,668,11740101
서울특별시 강동구 고덕동,37.56416612,127.1559393,921,11740102
서울특별시 강동구 상일동,37.55058375,127.1683004,804,11740103
서울특별시 강동구 길동,37.53448596,127.1427123,526,11740105
서울특별시 강동구 둔촌동,37.52718829,127.1423545,338,11740106
서울특별시 강동구 암사동,37.55911405,127.1316859,900,11740107
서울특별시 강동구 성내동,37.52927481,127.1300269,819,11740108
서울특별시 강동구 천호동,37.54222186,127.1286689,817,11740109
서울특별시 강동구 강일동,37.56494469,127.1739197,361,11740110
